TIMESTAMP,COUNT
2015-07-01 00:00:00,17
2015-07-01 00:15:00,18
2015-07-01 00:30:00,13
2015-07-01 00:45:00,7
2015-07-01 01:00:00,5
2015-07-01 01:15:02,1
2015-07-01 01:34:58,3
2015-07-01 01:52:00,3
2015-07-01 02:00:00,3
2015-07-01 02:32:00,3
2015-07-01 02:58:50,2
2015-07-01 03:34:41,1
2015-07-01 04:32:53,1
2015-07-01 05:41:00,1
2015-07-01 05:45:28,1
2015-07-01 06:05:39,2
2015-07-01 06:15:00,2
2015-07-01 06:30:00,2
2015-07-01 06:45:00,1
2015-07-01 07:00:00,2
2015-07-01 07:15:00,2
2015-07-01 07:30:00,4
2015-07-01 07:45:00,2
2015-07-01 08:00:00,3
2015-07-01 08:15:00,3
2015-07-01 08:30:00,5
2015-07-01 08:45:00,5
2015-07-01 09:00:00,7
2015-07-01 09:15:00,5
2015-07-01 09:30:00,3
2015-07-01 09:45:00,5
2015-07-01 10:00:00,11
2015-07-01 10:15:00,3
2015-07-01 10:30:00,5
2015-07-01 10:45:00,9
2015-07-01 11:00:00,14
2015-07-01 11:15:00,7
2015-07-01 11:30:03,8
2015-07-01 11:45:00,10
2015-07-01 12:00:00,13
2015-07-01 12:15:00,6
2015-07-01 12:30:00,12
2015-07-01 12:45:00,15
2015-07-01 13:00:00,13
2015-07-01 13:15:00,13
2015-07-01 13:30:00,18
2015-07-01 13:45:00,14
2015-07-01 14:00:00,8
2015-07-01 14:15:00,9
2015-07-01 14:30:00,5
2015-07-01 14:45:00,9
2015-07-01 15:00:00,13
2015-07-01 15:15:00,12
2015-07-01 15:30:00,16
2015-07-01 15:45:00,20
2015-07-01 16:00:00,18
2015-07-01 16:15:00,20
2015-07-01 16:30:00,19
2015-07-01 16:45:00,21
2015-07-01 17:00:00,20
2015-07-01 17:15:00,18
2015-07-01 17:30:00,16
2015-07-01 17:45:00,19
2015-07-01 18:00:00,13
2015-07-01 18:15:00,20
2015-07-01 18:30:00,25
2015-07-01 18:45:00,19
2015-07-01 19:00:00,23
2015-07-01 19:15:00,17
2015-07-01 19:30:00,17
2015-07-01 19:45:00,27
2015-07-01 20:00:00,22
2015-07-01 20:15:00,23
2015-07-01 20:30:00,23
2015-07-01 20:45:00,25
2015-07-01 21:00:00,24
2015-07-01 21:15:00,22
2015-07-01 21:30:00,20
2015-07-01 21:45:00,22
2015-07-01 22:00:00,20
2015-07-01 22:15:00,17
2015-07-01 22:30:00,15
2015-07-01 22:45:00,16
2015-07-01 23:00:00,17
2015-07-01 23:15:00,15
2015-07-01 23:30:00,15
2015-07-01 23:45:00,21
2015-07-02 00:00:00,21
2015-07-02 00:15:00,21
2015-07-02 00:30:00,27
2015-07-02 00:45:00,21
2015-07-02 01:00:00,15
2015-07-02 01:15:00,15
2015-07-02 01:30:00,19
2015-07-02 01:45:00,21
2015-07-02 02:00:00,23
2015-07-02 02:15:00,19
2015-07-02 02:30:00,25
2015-07-02 02:45:00,21
2015-07-02 03:00:00,28
2015-07-02 03:15:00,22
2015-07-02 03:30:00,23
2015-07-02 03:45:00,21
2015-07-02 04:00:00,18
2015-07-02 04:15:00,19
2015-07-02 04:30:00,22
2015-07-02 04:45:00,17
2015-07-02 05:00:00,14
2015-07-02 05:15:00,16
2015-07-02 05:30:00,14
2015-07-02 05:45:00,13
2015-07-02 06:00:00,14
2015-07-02 06:15:00,13
2015-07-02 06:30:00,13
2015-07-02 06:45:00,14
2015-07-02 07:00:00,12
2015-07-02 07:15:00,13
2015-07-02 07:30:00,15
2015-07-02 07:45:00,14
2015-07-02 08:00:00,11
2015-07-02 08:15:00,12
2015-07-02 08:30:00,13
2015-07-02 08:45:00,13
2015-07-02 09:00:00,18
2015-07-02 09:15:00,16
2015-07-02 09:30:00,15
2015-07-02 09:45:00,12
2015-07-02 10:00:00,14
2015-07-02 10:15:00,10
2015-07-02 10:30:00,15
2015-07-02 10:45:00,10
2015-07-02 11:00:00,11
2015-07-02 11:15:00,16
2015-07-02 11:30:00,13
2015-07-02 11:45:00,18
2015-07-02 12:00:00,15
2015-07-02 12:15:00,17
2015-07-02 12:30:00,19
2015-07-02 12:45:00,17
2015-07-02 13:00:00,21
2015-07-02 13:15:00,23
2015-07-02 13:30:00,25
2015-07-02 13:45:00,28
2015-07-02 14:00:00,19
2015-07-02 14:15:00,18
2015-07-02 14:30:00,19
2015-07-02 14:45:00,21
2015-07-02 15:00:00,18
2015-07-02 15:15:00,20
2015-07-02 15:30:00,21
2015-07-02 15:45:00,21
2015-07-02 16:00:00,25
2015-07-02 16:15:00,22
